385;157
115;681
108;1236
117;1748
82;2478
92;3132
86;3833
88;4517
89;5190
93;5835
95;6469
97;7088
97;7704
90;8372
49;9605
96;10232
87;10924
84;11642
87;12328
95;12959
92;13612
97;14228
107;14788
103;15374
105;15949
108;16506
93;17150
83;17873
87;18567
73;19388
79;20151
83;20879
